Issue Title,Issue Body,Feature Request
Get a deprecation warning when printing incoming client data,"Hi, dear developers,

I wrote a unattended script to do some simple but time-consuming works for me. It works great but every time it prints the incoming data from client, it gets a `DeprecationWarning: Calling an asynchronous function without callback is deprecated.`. I don't know how to get rid of this warning so I come here for help.

Here is my script:

```
const Client = require('ssh2').Client;
const Log = require('Log.js');
const path = require('path');
const fs = require('fs');
const cmd = require('node-cmd');
const Interfer = require('Interfer.js');
var log = new Log({
  logFile: path.join(__dirname, 'default.log')
});

var config = {
  proxy: {
    host: someIP,
    port: somePort,
    username: someUsername,
    password: somePassword
  },
  victim: {
    host: someIP,
    port: somePort,
    username: someUsername,
    password: somePassword
  }
}

function testNFW(int, pcapName) {
  let proxy = new Client();
  let victim = new Client();
  
  // Process start
  /*
  1. Set proxy interference
  2. Start packets capturing on victim
  3. Start sending packets to victim on attacker
  4. Wait for 50s
  5. Start injecting watermark on proxy
  6. Wait for 100s
  7. Wait for 50s
  8. Stop packets capturing on victim
  9. Recover proxy interferece
  */
  
  proxy.on('ready', function() {
    var error = false;
    console.log('Proxy :: ready');
    victim.on('ready', function() {
      console.log('Victim :: ready');
      // 0. Connect to proxy and victim
      proxy.shell((eproxy, sproxy) => {
        if(eproxy) {
          log.error('Proxy connection Error: ' + eproxy);
          error = true;
        };
        sproxy.on('close', () => {
          proxy.end();
        }).on('data', (data) => {
          log.data('[ Proxy ] ' + data);
        });
        log.info('Connected to proxy.');
        victim.shell((evictim, svictim) => {
          if(evictim) {
            log.error('Victim connection Error: ' + evictim);
            error = true;
          };
          svictim.on('close', () => {
            victim.end();
          }).on('data', (data) => {
            log.data('[ Victim ] ' + data);
          });
          log.info('Connected to victim.');

          // Ensure no tcpdump is running before the test
          svictim.write('pkill tcpdump\n', () => {})
  
          let interfer = new Interfer();
          // 1. Set proxy interference
          interfer.push(int);
          log.info('Set interference: ' + int);
          sproxy.write(Interfer.toCommand(int), () => {});
  
          // 2. Start packets capturing on victim
          log.info('Start packets capturing on victim');
          svictim.write('cd /root/victim\n./cap.sh ' + pcapName + '\n', () => {});
          
          // 3. Start sending packets to victim on attacker
          cmd.run('duel-flow.bat');
          // 4. Wait for 50s
          // 5. Start injecting watermark on proxy
          let timeoutInject = setTimeout(() => {
            log.info('Start injecting watermark on proxy.');
            sproxy.write('cd /root/nfw\n./inject.sh\n', () => {});
            log.info('Waiting for 150s');
            // 6. Wait for 100s
            // 7. Wait for 50s
            // 8. Stop packets capturing on victim
            let timeoutStopCap = setTimeout(() => {
              svictim.end('pkill tcpdump\nexit\n', () => {});
              sproxy.end(interfer.popCommand() + 'exit\n', () => {});
              log.info('Done.');
            }, 150 * 1000);
          }, 50 * 1000);
        });
      });
  
    }).connect(config.victim);
  }).connect(config.proxy);
}

var lossRate = [30, 20, 11, 7, 5];
var lossRateIndex = 0;
var groupCounter = 0;
var MAX_GROUP_NUM = 10 - 1;
var now = new Date();
var interval;
function testIterator() {
  var testName = 'watermark_interfer_' + now.getFullYear() + '.' + (now.getMonth() + 1) + '.' + now.getDate() + '_loss_' + lossRate[lossRateIndex] + '_' + groupCounter;
  log.setLogFile(path.join(__dirname, testName + '.log'));
  log.resetTime();
  log.info('Start test: ' + testName);
  testNFW('loss ' + lossRate[lossRateIndex], testName + '.pcap');
  groupCounter++;
  if(groupCounter > MAX_GROUP_NUM) { // Next group
    lossRateIndex++;
    groupCounter = 0;
  }
  if(lossRateIndex >= lossRate.length) { // All tests are done.
    clearInterval(interval);
  }
}

process.on('uncaughtException', function (err) {
  log.error('Uncaught error :' + err);
  log.info('Ignore error and skip this test.');
});

testIterator(); // Run the first test and wait for 220s
interval = setInterval(testIterator, 220 * 1000);
```

As for the empty callback function of stream.write(), I don't think the network would fail (in convention) so I leave it empty.

I know my question may be kind of stupid. If it does, feel free to close this issue without a reply XD.",False
Open/close panel breaks when open&close the panel frequently,"This is a (multiple allowed):
* [x] bug
* [ ] enhancement
* [ ] feature-discussion (RFC)

* Framework7 Version: 1.6.4.
* Platform and Target: Both Chrome@Windows8.1 and Crosswalk@Android4.4.4.

### What you did
I wrote a toggleSideNav() js function:
```
function toggleSideNav() {
  if($$(""body"").hasClass(""with-panel-left-cover"")) {
    app.closePanel();
    console.log(""Panel closed."");
  } else {
    app.openPanel(""left"");
    console.log(""Panel opened."");
  }
}
```

**On Windows:**

I opened the Developer Tools and call the toggleSideNav() function again and again as fast as possible.

**On Android:**

I bind the toggleSideNav() function to the Menu button and press the menu button again and again as fast as possible.

### Expected Behavior
The panel opens and close as normal.

### Actual Behavior
After several calls to that js function the app seemed to stuck, it just couldn't response to any user operations.
I opened the Developer Tools, in Elements tab I found this problem was caused directly by not removing the ```panel-overlay``` element's attribute ```style=""display: block;""``` and not setting the ```app.ML.allowPanelOpen``` to ```true``` after a ```app.closePanel``` call (The panel was hidden but the user couldn't do anything with the ```panel-overlay``` that block the screen ops). But I have no idea about how to fix this.

### Why I test this
I know this issue would be kinda stupid since almost no one will open and close the panel that frequently. But still, I believe there must be someone like me who loves playing with the panel in my book. XDDDD
",False
Dynamic Grid breaks when grid is in a switcher,"<!--

Got a question?
===============
The issue list of this repo is exclusively for bug reports and feature requests. For simple questions, please use the following resources:

- Read the docs: https://getuikit.com/docs
- Ask in the Gitter chat room: https://gitter.im/uikit/uikit
- Look for/ask questions on stack overflow: https://stackoverflow.com/questions/ask?tags=getuikit

-->

<!-- BUG REPORT TEMPLATE -->
### UIkit version
<!-- Check if the issue is reproducible with the latest stable version. -->
2.25.0

### Reproduction Link
<!-- A minimal Codepen that can reproduce the bug. -->
<!-- You could start with this template: http://codepen.io/anon/pen/XMpryM -->
http://www.0xffffffff.ml/bug_reproduce.html

### Steps to reproduce
Just press any <button>.

### What is Expected?
Shown below""Expected:"" in the reproduction page.
![image](https://cloud.githubusercontent.com/assets/13421613/23823202/951edbca-0698-11e7-836a-2b4b0b9178b7.png)

### What is actually happening?
Shown below""What is actually happening:"" after you pressed a button in the reproduction page.
![image](https://cloud.githubusercontent.com/assets/13421613/23823200/7f75eb10-0698-11e7-842f-96adf2b665c0.png)
",False
Wrong Required Param Check in JavaScript Client,"### Describe the bug

The `map_data_to_params` checks all parameters on all endpoints and causes a failure if a required parameter from another endpoint is not given.

I am working on a PR to fix it.

### Have you searched existing issues?  🔎

- [X] I have searched and found no existing issues

### Reproduction

Taking my space as an example: https://huggingface.co/spaces/JacobLinCool/vocal-separation

The suggested code for the `/youtube` endpoint:
```js
import { Client } from ""@gradio/client"";

const client = await Client.connect(""JacobLinCool/vocal-separation"");
const result = await client.predict(""/youtube"", { 		
		url: ""Hello!!"", 
});

console.log(result.data);
```

Parameter check failed:

```
Submit function encountered an error: Error: No value provided for required parameter: param_0
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:476:13)
    at Array.forEach (<anonymous>)
    at map_data_to_params (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:470:14)
    at Client.submit (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:1583:25)
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:940:22)
    at new Promise (<anonymous>)
    at Client.predict (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:939:10)
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/packages/gradio-bot/test.ts:4:29)
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
node:internal/process/promises:288
            triggerUncaughtException(err, true /* fromPromise */);
            ^

Error: No value provided for required parameter: param_0
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:476:13)
    at Array.forEach (<anonymous>)
    at map_data_to_params (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:470:14)
    at Client.submit (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:1583:25)
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:940:22)
    at new Promise (<anonymous>)
    at Client.predict (/Users/jacoblincool/Documents/GitHub/gradio-bot/node_modules/.pnpm/@gradio+client@1.3.0/node_modules/@gradio/client/dist/index.js:939:10)
    at <anonymous> (/Users/jacoblincool/Documents/GitHub/gradio-bot/packages/gradio-bot/test.ts:4:29)
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)

Node.js v18.8.0
```

Where ""param_0"" is a required parameter for the other endpoint (`/separate`).

### Screenshot

_No response_

### Logs

_No response_

### System Info

```shell
Node.js 18.8.0
`@gradio/client` 1.3.0
```


### Severity

I can work around it",False
Gradio Demo App on HuggingFace Spaces with ZeroGPU Support,"Hello,

I've created a Gradio demo app for the MP-SENet model, hosted on HuggingFace Spaces with ZeroGPU support. It allows users to try out the model immediately in their browsers without requiring any local setup.

Additionally, a simple segment feature that splits long audio files into segments has been implemented for the app. For ZeroGPU (which uses an A100 with 40G memory under the hood), the maximum segment length is 10 seconds. When running locally, the segment length is limited to 3 seconds to prevent blowing up the memory on my MBP.

The demo app is here: https://huggingface.co/spaces/JacobLinCool/MP-SENet
And the repository is here: https://github.com/JacobLinCool/MP-SENet-Gradio

Any feedback is welcome!",False
server error 500: cmpr is not a function,"Received server error 500 on authentication callback. The backend log shows a ""cmpr is not a function"".

![image](https://github.com/CSIE-Camp/camp-app/assets/28478594/5e0a2860-6ebf-4f89-b3a4-80a5510e4f56)

![image](https://github.com/CSIE-Camp/camp-app/assets/28478594/1c154c61-558e-4591-be83-ae18c5f2a738)
",False
Add Email Worker Timeout to Limits,"### Which Cloudflare product(s) does this pertain to?

Email Routing, Workers

### Subject Matter

Email Worker Timeout

### Content Location

https://developers.cloudflare.com/email-routing/limits/

### Additional information

It seems that the email worker has a wall-clock timeout (about 30 seconds) that was not documented before.

I can verify the behavior by using the following sample code:

```ts
export default {
	email: async (msg) => {
		const T = 60;
		for (let i = 0; i < T; i++) {
			console.log(`${i} seconds have passed`);
			await new Promise((resolve) => setTimeout(resolve, 1000));
		}
		console.log(""done"");
		msg.setReject(""Solved"");
	},
} satisfies ExportedHandler;
```

The request is being ""Canceled"" as the log says:
```
Email from:[email] to:[email] size:5602 @ 11/9/2023, 4:27:16 PM - Canceled
  (log) 0 seconds have passed
  (log) 1 seconds have passed
  (log) 2 seconds have passed
  (log) 3 seconds have passed
  (log) 4 seconds have passed
  (log) 5 seconds have passed
  (log) 6 seconds have passed
  (log) 7 seconds have passed
  (log) 8 seconds have passed
  (log) 9 seconds have passed
  (log) 10 seconds have passed
  (log) 11 seconds have passed
  (log) 12 seconds have passed
  (log) 13 seconds have passed
  (log) 14 seconds have passed
  (log) 15 seconds have passed
  (log) 16 seconds have passed
  (log) 17 seconds have passed
  (log) 18 seconds have passed
  (log) 19 seconds have passed
  (log) 20 seconds have passed
  (log) 21 seconds have passed
  (log) 22 seconds have passed
  (log) 23 seconds have passed
  (log) 24 seconds have passed
  (log) 25 seconds have passed
  (log) 26 seconds have passed
  (log) 27 seconds have passed
  (log) 28 seconds have passed
  (log) 29 seconds have passed
  (log) 30 seconds have passed
  (log) 31 seconds have passed
  (log) 32 seconds have passed
  (log) 33 seconds have passed
```",True
Tool Usage,"Currently this tool has two way to use, the CLI (the bundled binary) and the Web UI. The CLI and the Web UI both support the same arguments.

The Web UI is developed with Gradio, and the demo is available at: https://huggingface.co/spaces/bcg-unet/demo

However, the two methods of distribution (the bundled binary and the Web UI hosted on Hugging Face) encounter different issues:

The bundled binary suffers from a slow startup time due to IO bottlenecks, and GPU acceleration cannot be enabled due to the complexity of platform-dependent dependencies.

The Web UI faces resource limitations, such as restrictions on file size and computational resources. Additionally, long-running connections may be interrupted by network issues, leading to task cancellations.

Screenshot of the Web UI demo on Huggingface:
<img width=""1000"" src=""https://github.com/fahsuanlin/labmanual/assets/28478594/5d8c60bc-6c2a-4c88-999f-2f2903fea798"">
",False
Use `sveltekit-superform` to improve data mutating process,"I am considering using `sveltekit-superform` (it use `zod` to perform validation under the hood, which can be run on both-side) to improve the data mutating process.

[Sveltekit Superform (MIT licensed)](https://github.com/ciscoheat/sveltekit-superforms)
",True
Email Service Failed Silently,"Some users cannot receive the verification email.

@DWyatb I think this happened to you before, can you provide some additional context about your situation?
",False
Popup menu is not working on mobile phone,https://github.com/UniCourse-TW/realm/assets/28478594/01ed220f-0be7-4902-9701-fd2482dedb56,False
Don't panic when R2 configurations are not set at build time,"              > Additionally, this could potentially resolve the issues with the failing release CI.

I think this might be a bug? IMO those config should be loaded in runtime rather then build-time.
We should consider change the behavior in the future. But I am OK to fix it this way now.

_Originally posted by @Bogay in https://github.com/UniCourse-TW/realm/issues/55#issuecomment-1554389556_

See https://github.com/UniCourse-TW/realm/actions/runs/5024167441/jobs/9009595456#step:8:263",True
Update Environment Variable Naming Convention for R2/S3,"Given that R2 is simply a drop-in alternative for S3 (with S3 libraries being used internally), it appears that the `CLOUDFLARE_` prefix in `CLOUDFLARE_R2_ENDPOINT`, `CLOUDFLARE_ACCESS_KEY_ID`, and `CLOUDFLARE_SECRET_ACCESS_KEY` should be removed.

I propose using `S3_ENDPOINT`, `S3_ACCESS_KEY_ID`, and `S3_SECRET_ACCESS_KEY` as the environment variables instead.
",True
Set default address to 0.0.0.0,"Since Compilet should mostly be run in a container, to manually pass `ROCKET_ADDRESS=0.0.0.0` is quite meaningless.",True
Point out S3 compatible bucket requirement in README,"> I think all of the developers (and anyone who wants to run an UniCourse instance) should have a S3 compatible bucket right? Maybe we need to point it out in the document.

_Originally posted by @JacobLinCool in https://github.com/UniCourse-TW/realm/pull/46#pullrequestreview-1425443804_
            ",True
Memorize the language used in the previous submission,"Can we add a feature to remember the language used in the previous submission? It would save time and effort.

One possible solution could be to use client-side local storage to store the language selected in the previous submission. This would allow the browser to remember the user's preferred language and automatically preselect it in the language dropdown menu for future submissions.

Thanks!",True
Change Tab Size for Code Preview,"Dear NOJ Maintainers,

I noticed that the current tab size for the code preview is set to `inherit`, which inherits a `1.5em` value. However, I find that this causes lines with tabs to be misaligned and difficult to read.

To improve the readability, I propose changing the tab size for the code preview to 4 spaces. This will make it easier to read.

I would like to submit a pull request to implement the change when I am available.

Please let me know if there are any concerns or questions regarding this proposed change.

Thank you for your time.

<img width=""329"" alt=""misaligned"" src=""https://user-images.githubusercontent.com/28478594/230389657-8ddc8dcd-d363-4c26-a294-9eff53ebcce0.png"">
",True
Adding a link to course-pack README,"              How about adding a link to course-pack README so that others are easier to know how to get started?

https://www.npmjs.com/package/course-pack

_Originally posted by @Bogay in https://github.com/UniCourse-TW/realm/pull/19#discussion_r1142314420_
            ",True
Make Invitation Optional,"> In my opinion, we can retain the invitation as an optional field during the registration process. This approach can aid in pre-assigning roles and permissions, which can be advantageous.

_Originally posted by @JacobLinCool in https://github.com/UniCourse-TW/realm/pull/19#discussion_r1141940012_
",True
Move Packages from Backend,All of our packages are maintained in the backend repository. We may need to move them to here.,True
Use `Link` instead of `a`?,https://github.com/CSIE-Camp/website-frontend/blob/c54f039923e696b9a4318a064b870df8d34969aa/my-app/src/Nav.js#L10,True
Include Pre-filled Roles in Invitation,Include roles in invitations can simplify the registration process for special cases (e.g. the first user or course packer),True
Support Setup Guide in GUI,"Maybe we can show a setup screen when system detects there is only one ""admin"" user.

The setup guide will ask for the username of the first user and automate the process of user registration with selected roles.",True
Do Some Tree-Shaking on the Glitch Font,"I just noticed that the glitch font files are large, we may need to reduce the size of them.

Some performence benchmark may be needed before making the change.",True
2 / 15 Trackpad,"- [x] #19
- [ ] #20
- [x] #21
",False
Failed to Import Data,"I just tested through the CLI and failed:

```sh
❯ unicourse import --scope <XXX> <FILE>
400 
Invalid `prisma.entity.findUnique()` invocation:

{
  where: {
    id: 'cldonn7uz000xnz18o7axwqaj'
  },
  include: {
  ~~~~~~~
    courses: {
      select: {},
      include: {
        programs: {
          select: {
            id: true,
            name: true
          }
        },
        teachers: {
          select: {
            id: true,
            name: true
          }
        }
      }
    },
    children: {
      include: {
        courses: {
          select: {},
          include: {
            programs: {
              select: {
                id: true,
                name: true
              }
            },
            teachers: {
              select: {
                id: true,
                name: true
              }
            }
          }
        },
        children: {
          ...
        }
      }
    }
  }
}


Please either use `include` or `select`, but not both at the same time.
```
",False
Use GitHub Actions to generate and deploy API documentation,"To make it easier for developers to understand and use our API, I suggest using GitHub Actions to automatically generate and deploy API documentation. This will ensure that the documentation is always up-to-date and accessible to those who need it.

I would be happy to assist with setting up and configuring the GitHub Actions. I believe that this feature will greatly improve the developer experience and I hope it will be added soon!
",True
Add Git Hooks,"In order to improve the code quality and keep a consistent coding style, I suggest adding Husky to the project. Husky is a tool that allows for the creation of Git hooks. These hooks can be used to run scripts before or after certain Git events, such as committing or pushing. This can be used to automatically check code quality and format code before it is committed.

Benefits:

- Automatically checks code quality and formatting before committing
- Improves code consistency
- Minimizes errors and inconsistencies in the codebase

Please let me know if you have any concerns about implementing this change.
I would be happy to help with the implementation of this feature and I hope it will be added soon!",True
Add a Linter or Formatter,"In order to maintain consistent code style and structure, I suggest adding a linter or formatter to the project. A linter checks code for potential errors and inconsistencies, while a formatter automatically formats code to comply with a specific style guide. This will improve the overall readability and maintainability of the codebase.

Possible linters or formatters:

- [Prettier](https://prettier.io/)
- [ESLint](https://eslint.org/)

Please let me know if you have any preference for a specific linter or formatter, or if you have any concerns about implementing this change.

I would be happy to help with the implementation of this feature and I hope it will be added soon!

cc @CSIE-Camp/backend-dev ",True
Containerize the Application,"It has been brought to my attention that the current process for setting up the environment involves a significant number of manual steps. 

In order to streamline and simplify this process, I would like to propose the use of Docker. This will allow for a more efficient and friendly setup process.
",True
Rewrite README,"I am going to re-write the README and add some setup instructions for new contributors.

cc @CSIE-Camp/backend-dev
",True
Why We Need `conf_password` in Registration,"The only purpose of ""confirm password"" field is to ensure that the user has entered the correct password by having them enter it twice. This helps **prevent typos and errors** when creating an account.

I think it can be implement in the frontend to provide a faster and more seamless user experience by notifying the user of errors immediately.

In my opinion, check if they are matched in the backend seems useless?

@Maxxxxxx-x What do you think?",True
The API Document is Confusing,"I think the request body of `login` and `register` is wrong.

https://github.com/CSIE-Camp/web_backend_stuff/blob/a6d32a213f13359c92fffdb4ad98295dfd792285/spec.yaml#L10-L43

cc @Maxxxxxx-x @MakerTakala ",True
process is not defined,![](https://cdn.discordapp.com/attachments/935899465733275688/1065975658125197412/image.png),False
Re-import All Courses,"We should re-import all courses with new merge strategy.
",True
Production Docker Image,"Pre-built docker image makes deployment more portable.
",True
Wrong Type for Date,"`Date` have a serializing problem in the RPC process.

A possible solution is to cast all `Date` into numbers and prohibit using non-primitive types in the gateway interface.
",False
Server-Side Response Type Check,"By applying server-side response type checks, it helps developers to reduce man-made errors.

_Originally posted by @JacobLinCool in https://github.com/UniCourse-TW/Backend/issues/43#issuecomment-1328665906_
      ",True
Add User ID to Token Payload,I am tired of re-resolving user id on the server side.,True
Hoist schema validation error handler to top-level middleware,"I noticed that there are many codes like this in our router:

```ts
    } catch (err) {
        if (err instanceof z.ZodError) {
            ctx.err(err.message, { code: 400 });
        } else {
            throw err;
        }
    }
```

I think we can move it to a top-level middleware to reduce the repetitiveness.",True
Graph Discovery Visualization,"I want a button that can switch to ""Graph Discovery"" mode on the course search page.

<img width=""782"" alt=""graph"" src=""https://user-images.githubusercontent.com/28478594/201398623-5fe40392-dca3-4f43-9e66-34d165dd91d5.png"">

I want a _boundless_ and _draggable_ canvas, just like Whimsical.

When I click an `entity` / `course` / `teacher`, the canvas then focuses on the element and shows extra relationships (extend the currently displayed graph, use lower opacity to represent some ""far"" elements.)

This seems to be blocked by https://github.com/UniCourse-TW/Backend/issues/19, but I am interested in this cool and exciting feature.

If anyone wants to work on this feature or has some idea about it, don't hesitate to discuss it here.",True
[CI] Auto Deploy to Private Cloud Infra,"Thanks to [CNTUG](https://cloudnative.tw/) for providing the cloud infra for this project.

It's time to make our workflow more efficient and help us to focus on the core development of UniCourse.

## What to do

The following may be done by GitHub Actions:

**_On PR Open / Update_**

* Build the docker image with the PR id as the tag and push it to GHCR.
* SSH to our private cloud infra, pull the tagged image, and run the backend server.
* Say something in the PR to notify about the deployment.

**_On PR Close_**

* SSH to our private cloud infra, stop the backend server and remove the image.

**_On main branch Push_**

* Build the docker image with the `latest` tag and push it to GHCR.
* SSH to our private cloud infra, pull the `latest` image, and run the backend server.

## Notes

To avoid the port conflict, we need to use a different port for each deployment. The port number can be automatically configured in the `.env` file in each deployment.

If we transfer our domain to Cloudflare, we can use [Cloudflare Tunnel](https://developers.cloudflare.com/cloudflare-one/connections/connect-apps) as a reverse proxy to expose the backend server to the internet with different subdomains for each deployment, e.g. `pr-1234.unicourse.tw`.
",True
Tree Interaction Endpoint,I think we need an endpoint to interact with our forest. I'll call it `arborist`.,True
Add server version (commit hash) to the status endpoint,I want to know which version of the server is running.,True
Add Tests,"We don't have any tests, anyone who wants to contribute will be appreciated.
",True
API Rate Limiter,"I would like to implement a rate limiter based on the time usage of actions.

In a time interval (maybe 15 minutes):
- Every user has `500` ms credits.
- If a user has a `verified` trait, then it gets `2000` ms extra credits.
- If a user has other traits, it may get extra credits.

In the above scenario, we can serve around 300 users at once:

$(15 \times 60) \div (0.5 + 2) = 360 \Rightarrow 300$ (We need some resources to do checks and other chores)

Since we do not have extra machines to do scaling and we haven't thought about it, a rate limiter would be necessary.

> I do believe that we can scale, but more research must be done.

Feel free to discuss the topic, thanks.",True
Move to Graph Database,"In the far future, we may need to move to some kind of graph database since our data have some graphs.",True
Transfer domain to CloudFlare,CF is better!,True
Migrate from Express to Koa,"According to the [meeting note](https://hackmd.io/tHk4GS9mQruy3i5rce_ycQ), we need to do the migration before other tasks.",True
How to Support Time-range Search,"Encode timestamp into a number?
",True
Crashing (SEGV) when using `JSON.stringify`,"### Version

0.1.5

### Platform

Darwin JacobMacBook-Pro.local 21.4.0 Darwin Kernel Version 21.4.0: Fri Mar 18 00:46:32 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T6000 arm64

### What steps will reproduce the bug?

Minimal Reproduction: https://github.com/JacobLinCool/bun-json-stringify-segv-repro

---

## Run

```sh
bun crashing.js
```

## Source

### Crashing Source

[`crashing.js`](crashing.js)

```js
console.log(JSON.stringify(process, null, 4));
```

`console.log(JSON.stringify(process));` also crashed.

### Working Source

[`working.js`](working.js)

```js
console.log(process);
```

## Result

The crash report:

```sh
❯ bun crashing.js
Detected offset inconsistency: inlineOverflowAccordingToTotalSize doesn't match numberOfOutOfLineSlotsForMaxOffset!
this = 0x300011f10
transitionOffset = -1
maxOffset = 64
m_inlineCapacity = 65
propertyTable = 0x117425f80
numberOfSlotsForMaxOffset = 65
totalSize = 65
inlineOverflowAccordingToTotalSize = 0
numberOfOutOfLineSlotsForMaxOffset = 1

Crash at 4377300596


–––– bun meta ––––
Bun v0.1.5 macOS Silicon 21.4.0
AutoCommand: 
Elapsed: 65ms | User: 4ms | Sys: 15ms
RSS: 17.12MB | Peak: 17.12MB | Commit: 67.11MB | Faults: 578
–––– bun meta ––––

Ask for #help in https://bun.sh/discord or go to https://bun.sh/issues
```


### How often does it reproduce? Is there a required condition?

Always segmentation fault on:
- my MBP (ARM macOS): Result shown above.
- GitHub Hosted Runner (x64 linux): https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:1

### What is the expected behavior?

It should print a prettified JSON string.

### What do you see instead?

SEGV.

**ARM macOS**

```sh
❯ bun crashing.js
Detected offset inconsistency: inlineOverflowAccordingToTotalSize doesn't match numberOfOutOfLineSlotsForMaxOffset!
this = 0x300011f10
transitionOffset = -1
maxOffset = 64
m_inlineCapacity = 65
propertyTable = 0x117425f80
numberOfSlotsForMaxOffset = 65
totalSize = 65
inlineOverflowAccordingToTotalSize = 0
numberOfOutOfLineSlotsForMaxOffset = 1

Crash at 4377300596


–––– bun meta ––––
Bun v0.1.5 macOS Silicon 21.4.0
AutoCommand: 
Elapsed: 65ms | User: 4ms | Sys: 15ms
RSS: 17.12MB | Peak: 17.12MB | Commit: 67.11MB | Faults: 578
–––– bun meta ––––

Ask for #help in https://bun.sh/discord or go to https://bun.sh/issues
```

**x64 linux**

```sh
Run bun crashing.js
Detected offset inconsistency: inlineOverflowAccordingToTotalSize doesn't match numberOfOutOfLineSlotsForMaxOffset!
this = 0x7fa7000121b0
transitionOffset = -1
maxOffset = 64
m_inlineCapacity = 99
propertyTable = 0x7fa827426040
numberOfSlotsForMaxOffset = 6[5](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:6)
totalSize = [6](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:7)5
inlineOverflowAccordingToTotalSize = 0
numberOfOutOfLineSlotsForMaxOffset = 1
Crash at 4299262265180
–––– bun meta ––––
Bun v0.1.5 Linux x64 #1[7](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:8)~20.04.1-Ubuntu SMP Thu Jun 23 20:01:51 UTC 2022
AutoCommand: 
Elapsed: [10](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:11)ms | User: 3ms | Sys: 7ms
RSS: 67.[11](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:12)MB | Peak: 44.[15](https://github.com/JacobLinCool/bun-json-stringify-segv-repro/runs/7497516253?check_suite_focus=true#step:5:16)MB | Commit: 67.11MB | Faults: 0
–––– bun meta ––––
Ask for #help in https://bun.sh/discord or go to https://bun.sh/issues
```

### Additional information

Minimal Reproduction: https://github.com/JacobLinCool/bun-json-stringify-segv-repro",False
